Jewelry;www.midtownjewelers.com.json.csv;budkoo.com.json.csv;gender;department;0;4
Jewelry;www.midtownjewelers.com.json.csv;budkoo.com.json.csv;width - mm;size;11;17
Jewelry;www.dx.com.json.csv;budkoo.com.json.csv;brand;brand;0;1
Jewelry;www.dx.com.json.csv;budkoo.com.json.csv;model;model;6;10
Jewelry;www.dx.com.json.csv;budkoo.com.json.csv;modell;model;7;10
Jewelry;www.dx.com.json.csv;budkoo.com.json.csv;quantity;package quantity;8;13
Jewelry;mastersintime.co.uk.json.csv;budkoo.com.json.csv;movement part nr;package quantity;8;13
Jewelry;silvergoldbull.co.uk.json.csv;budkoo.com.json.csv;manufacturer;manufacturer;9;9
Jewelry;silvergoldbull.co.uk.json.csv;budkoo.com.json.csv;diameter (mm);size;5;17
Jewelry;silvergoldbull.co.uk.json.csv;budkoo.com.json.csv;dimensions (mm);size;6;17
Jewelry;www.aucoinhart.com.json.csv;budkoo.com.json.csv;gender;department;0;4
Jewelry;www.aucoinhart.com.json.csv;budkoo.com.json.csv;width - mm;size;8;17
Jewelry;www.creactivites.com.json.csv;budkoo.com.json.csv;couleur :;color;0;3
Jewelry;www.creactivites.com.json.csv;budkoo.com.json.csv;dimensions :;size;2;17
Jewelry;www.icedtime.com.json.csv;budkoo.com.json.csv;brand;brand;2;1
Jewelry;www.icedtime.com.json.csv;budkoo.com.json.csv;case diameter;package dimensions;4;12
Jewelry;www.icedtime.com.json.csv;budkoo.com.json.csv;gender;department;10;4
Jewelry;www.icedtime.com.json.csv;budkoo.com.json.csv;model number;mpn;12;11
Jewelry;www.worldofceciwong.com.json.csv;budkoo.com.json.csv;gender;department;0;4
Jewelry;www.worldofceciwong.com.json.csv;budkoo.com.json.csv;width - mm;size;5;17
Jewelry;brightbd.com.json.csv;www.rewonline.com.json.csv;stone shape;shape;11;4
Jewelry;brightbd.com.json.csv;www.rewonline.com.json.csv;dimension height;size;5;5
Jewelry;brightbd.com.json.csv;www.rewonline.com.json.csv;dimension length;size;6;5
Jewelry;brightbd.com.json.csv;www.rewonline.com.json.csv;dimension width;size;7;5
Jewelry;brightbd.com.json.csv;www.midtownjewelers.com.json.csv;metal type;metal type;8;1
Jewelry;brightbd.com.json.csv;www.midtownjewelers.com.json.csv;stone clarity;stones average clarity;9;4
Jewelry;brightbd.com.json.csv;www.midtownjewelers.com.json.csv;stone color;stones average color;10;5
Jewelry;brightbd.com.json.csv;www.midtownjewelers.com.json.csv;stone shape;stones shape;11;7
Jewelry;brightbd.com.json.csv;www.midtownjewelers.com.json.csv;stone type;stones type;12;9
Jewelry;brightbd.com.json.csv;www.midtownjewelers.com.json.csv;dimension width;width - mm;7;11
Jewelry;brightbd.com.json.csv;silvergoldbull.co.uk.json.csv;dimension height;dimensions (mm);5;6
Jewelry;brightbd.com.json.csv;silvergoldbull.co.uk.json.csv;dimension length;dimensions (mm);6;6
Jewelry;brightbd.com.json.csv;silvergoldbull.co.uk.json.csv;dimension width;dimensions (mm);7;6
Jewelry;brightbd.com.json.csv;www.aucoinhart.com.json.csv;metal type;metal type;8;1
Jewelry;brightbd.com.json.csv;www.aucoinhart.com.json.csv;stone shape;stones shape;11;4
Jewelry;brightbd.com.json.csv;www.aucoinhart.com.json.csv;stone type;stones type;12;6
Jewelry;brightbd.com.json.csv;www.aucoinhart.com.json.csv;dimension width;width - mm;7;8
Jewelry;brightbd.com.json.csv;www.creactivites.com.json.csv;dimension height;dimensions :;5;2
Jewelry;brightbd.com.json.csv;www.creactivites.com.json.csv;dimension length;dimensions :;6;2
Jewelry;brightbd.com.json.csv;www.creactivites.com.json.csv;dimension width;dimensions :;7;2
Jewelry;brightbd.com.json.csv;www.worldofceciwong.com.json.csv;metal type;metal type;8;1
Jewelry;brightbd.com.json.csv;www.worldofceciwong.com.json.csv;stone type;stones type;12;3
Jewelry;brightbd.com.json.csv;www.worldofceciwong.com.json.csv;dimension width;width - mm;7;5
Jewelry;www.rewonline.com.json.csv;silvergoldbull.co.uk.json.csv;manufacturer;manufacturer;1;9
Jewelry;www.midtownjewelers.com.json.csv;www.aucoinhart.com.json.csv;gender;gender;0;0
Jewelry;www.midtownjewelers.com.json.csv;www.aucoinhart.com.json.csv;metal type;metal type;1;1
Jewelry;www.midtownjewelers.com.json.csv;www.aucoinhart.com.json.csv;product type;product type;3;2
Jewelry;www.midtownjewelers.com.json.csv;www.aucoinhart.com.json.csv;stones setting;stones setting;6;3
Jewelry;www.midtownjewelers.com.json.csv;www.aucoinhart.com.json.csv;stones shape;stones shape;7;4
Jewelry;www.midtownjewelers.com.json.csv;www.aucoinhart.com.json.csv;stones total weight - ct;stones total weight - ct;8;5
Jewelry;www.midtownjewelers.com.json.csv;www.aucoinhart.com.json.csv;stones type;stones type;9;6
Jewelry;www.midtownjewelers.com.json.csv;www.aucoinhart.com.json.csv;wedding band style;wedding band style;10;7
Jewelry;www.midtownjewelers.com.json.csv;www.aucoinhart.com.json.csv;width - mm;width - mm;11;8
Jewelry;www.midtownjewelers.com.json.csv;www.creactivites.com.json.csv;width - mm;dimensions :;11;2
Jewelry;www.midtownjewelers.com.json.csv;www.worldofceciwong.com.json.csv;gender;gender;0;0
Jewelry;www.midtownjewelers.com.json.csv;www.worldofceciwong.com.json.csv;metal type;metal type;1;1
Jewelry;www.midtownjewelers.com.json.csv;www.worldofceciwong.com.json.csv;product type;product type;3;2
Jewelry;www.midtownjewelers.com.json.csv;www.worldofceciwong.com.json.csv;stones type;stones type;9;3
Jewelry;www.midtownjewelers.com.json.csv;www.worldofceciwong.com.json.csv;wedding band style;wedding band style;10;4
Jewelry;www.midtownjewelers.com.json.csv;www.worldofceciwong.com.json.csv;width - mm;width - mm;11;5
Jewelry;silvergoldbull.co.uk.json.csv;www.creactivites.com.json.csv;dimensions (mm);dimensions :;6;2
Jewelry;www.aucoinhart.com.json.csv;www.worldofceciwong.com.json.csv;gender;gender;0;0
Jewelry;www.aucoinhart.com.json.csv;www.worldofceciwong.com.json.csv;metal type;metal type;1;1
Jewelry;www.aucoinhart.com.json.csv;www.worldofceciwong.com.json.csv;product type;product type;2;2
Jewelry;www.aucoinhart.com.json.csv;www.worldofceciwong.com.json.csv;stones setting;stones type;3;3
Jewelry;www.aucoinhart.com.json.csv;www.worldofceciwong.com.json.csv;wedding band style;wedding band style;7;4
Jewelry;www.aucoinhart.com.json.csv;www.worldofceciwong.com.json.csv;width - mm;width - mm;8;5
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.archonia.us.json.csv;department;department:;4;0
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.archonia.us.json.csv;color;primary color:;3;2
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.archonia.us.json.csv;mpn;mpn:;13;1
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.archonia.us.json.csv;publisher;publisher:;19;4
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.ontimesupplies.com.json.csv;brand;brand;1;0
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.ontimesupplies.com.json.csv;color;color(s);3;4
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.ontimesupplies.com.json.csv;item dimensions;height;9;9
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.ontimesupplies.com.json.csv;item dimensions;width;9;24
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.ontimesupplies.com.json.csv;upc;retail upc;23;18
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.rewonline.com.json.csv;manufacturer;manufacturer;11;1
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.rewonline.com.json.csv;catalog number list;model number;2;2
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.rewonline.com.json.csv;package dimensions;size;15;4
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.furniturelandsouth.com.json.csv;binding;category:;0;0
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.furniturelandsouth.com.json.csv;department;category:;4;0
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.furniturelandsouth.com.json.csv;item dimensions;dimensions:;9;1
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.furniturelandsouth.com.json.csv;manufacturer;manufacturer:;11;3
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.albritons.com.json.csv;binding;product type;0;5
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.albritons.com.json.csv;color;color;3;1
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.albritons.com.json.csv;item dimensions;size - mm;9;6
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.decoshop.com.json.csv;color;colors;3;0
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.decoshop.com.json.csv;color;couleur;3;1
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.decoshop.com.json.csv;item dimensions;depth;9;2
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.decoshop.com.json.csv;item dimensions;hauteur;9;4
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.decoshop.com.json.csv;item dimensions;height;9;5
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.decoshop.com.json.csv;item dimensions;largeur;9;6
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.decoshop.com.json.csv;department;pièce;4;9
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.decoshop.com.json.csv;item dimensions;profondeur;9;11
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.golfsuppliesexpress.com.json.csv;brand;brand;1;0
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.golfsuppliesexpress.com.json.csv;color;color;3;1
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.golfsuppliesexpress.com.json.csv;item dimensions;item size;9;2
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.golfsuppliesexpress.com.json.csv;manufacturer;manufacturer;11;4
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.golfsuppliesexpress.com.json.csv;model;model;12;5
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.golfsuppliesexpress.com.json.csv;package dimensions;package size;15;6
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.golfsuppliesexpress.com.json.csv;number of items;units in package;14;8
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.golfsuppliesexpress.com.json.csv;upc;upc;23;9
Luggage_and_Travel_Gear;budkoo.com.json.csv;tweakers.net.json.csv;binding;categorie;0;0
Luggage_and_Travel_Gear;budkoo.com.json.csv;tweakers.net.json.csv;ean;ean;5;1
Luggage_and_Travel_Gear;budkoo.com.json.csv;tweakers.net.json.csv;brand;merk;1;3
Luggage_and_Travel_Gear;budkoo.com.json.csv;tweakers.net.json.csv;label;product;10;8
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.cmonwealth.com.json.csv;brand;brand;1;0
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.cmonwealth.com.json.csv;color;color;3;1
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.cmonwealth.com.json.csv;manufacturer;manufacturer;11;2
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.cmonwealth.com.json.csv;model;model;12;3
Luggage_and_Travel_Gear;budkoo.com.json.csv;www.cmonwealth.com.json.csv;upc;upc;23;4
Luggage_and_Travel_Gear;www.archonia.us.json.csv;www.ontimesupplies.com.json.csv;primary color:;color(s);2;4
Luggage_and_Travel_Gear;www.archonia.us.json.csv;www.rewonline.com.json.csv;product code:;model number;3;2
Luggage_and_Travel_Gear;www.archonia.us.json.csv;www.furniturelandsouth.com.json.csv;department:;category:;0;0
Luggage_and_Travel_Gear;www.archonia.us.json.csv;www.furniturelandsouth.com.json.csv;product code:;product id:;3;4
Luggage_and_Travel_Gear;www.archonia.us.json.csv;www.albritons.com.json.csv;primary color:;color;2;1
Luggage_and_Travel_Gear;www.archonia.us.json.csv;www.decoshop.com.json.csv;primary color:;colors;2;0
Luggage_and_Travel_Gear;www.archonia.us.json.csv;www.decoshop.com.json.csv;primary color:;couleur;2;1
Luggage_and_Travel_Gear;www.archonia.us.json.csv;www.golfsuppliesexpress.com.json.csv;primary color:;color;2;1
Luggage_and_Travel_Gear;www.archonia.us.json.csv;www.golfsuppliesexpress.com.json.csv;product code:;model;3;5
Luggage_and_Travel_Gear;www.archonia.us.json.csv;tweakers.net.json.csv;department:;categorie;0;0
Luggage_and_Travel_Gear;www.archonia.us.json.csv;www.cmonwealth.com.json.csv;primary color:;color;2;1
Luggage_and_Travel_Gear;www.archonia.us.json.csv;www.cmonwealth.com.json.csv;product code:;model;3;3
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.rewonline.com.json.csv;brand;manufacturer;0;1
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.rewonline.com.json.csv;material(s);construction;12;0
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.rewonline.com.json.csv;height;size;9;4
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.rewonline.com.json.csv;depth;size;6;4
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.rewonline.com.json.csv;width;size;24;4
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.furniturelandsouth.com.json.csv;global product type;category:;8;0
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.furniturelandsouth.com.json.csv;height;dimensions:;9;1
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.furniturelandsouth.com.json.csv;width;dimensions:;24;1
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.furniturelandsouth.com.json.csv;ots product id;product id:;15;4
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.albritons.com.json.csv;color(s);color;4;1
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.albritons.com.json.csv;material(s);material;12;2
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.albritons.com.json.csv;height;size - mm;9;6
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.albritons.com.json.csv;width;size - mm;24;6
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.decoshop.com.json.csv;color(s);colors;4;0
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.decoshop.com.json.csv;color(s);couleur;4;1
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.decoshop.com.json.csv;depth;depth;6;2
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.decoshop.com.json.csv;height;hauteur;9;4
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.decoshop.com.json.csv;height;height;9;5
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.decoshop.com.json.csv;width;largeur;24;6
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.decoshop.com.json.csv;material(s);materials;12;7
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.decoshop.com.json.csv;material(s);matière;12;8
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.decoshop.com.json.csv;item weight;poids;10;10
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.decoshop.com.json.csv;depth;profondeur;6;11
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.decoshop.com.json.csv;item weight;weight;10;14
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.decoshop.com.json.csv;width;width;24;15
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.golfsuppliesexpress.com.json.csv;brand;brand;0;0
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.golfsuppliesexpress.com.json.csv;color(s);color;4;1
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.golfsuppliesexpress.com.json.csv;depth;item size;6;2
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.golfsuppliesexpress.com.json.csv;height;item size;9;2
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.golfsuppliesexpress.com.json.csv;width;item size;24;2
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.golfsuppliesexpress.com.json.csv;item weight;item weight;10;3
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.golfsuppliesexpress.com.json.csv;ots product id;model;15;5
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.golfsuppliesexpress.com.json.csv;carton pack quantity;units in package;2;8
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.golfsuppliesexpress.com.json.csv;retail upc;upc;18;9
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;tweakers.net.json.csv;global product type;categorie;8;0
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;tweakers.net.json.csv;brand;merk;0;3
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.cmonwealth.com.json.csv;brand;brand;0;0
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.cmonwealth.com.json.csv;color(s);color;4;1
Luggage_and_Travel_Gear;www.ontimesupplies.com.json.csv;www.cmonwealth.com.json.csv;retail upc;upc;18;4
Luggage_and_Travel_Gear;www.rewonline.com.json.csv;www.furniturelandsouth.com.json.csv;manufacturer;manufacturer:;1;3
Luggage_and_Travel_Gear;www.rewonline.com.json.csv;www.furniturelandsouth.com.json.csv;size;dimensions:;4;1
Luggage_and_Travel_Gear;www.rewonline.com.json.csv;www.albritons.com.json.csv;construction;material;0;2
Luggage_and_Travel_Gear;www.rewonline.com.json.csv;www.albritons.com.json.csv;size;size - mm;4;6
Luggage_and_Travel_Gear;www.rewonline.com.json.csv;www.decoshop.com.json.csv;construction;materials;0;7
Luggage_and_Travel_Gear;www.rewonline.com.json.csv;www.decoshop.com.json.csv;construction;matière;0;8
Luggage_and_Travel_Gear;www.rewonline.com.json.csv;www.decoshop.com.json.csv;size;depth;4;2
Luggage_and_Travel_Gear;www.rewonline.com.json.csv;www.decoshop.com.json.csv;top shape;forme;5;3
Luggage_and_Travel_Gear;www.rewonline.com.json.csv;www.decoshop.com.json.csv;size;hauteur;4;4
Luggage_and_Travel_Gear;www.rewonline.com.json.csv;www.decoshop.com.json.csv;size;height;4;5
Luggage_and_Travel_Gear;www.rewonline.com.json.csv;www.decoshop.com.json.csv;size;largeur;4;6
Luggage_and_Travel_Gear;www.rewonline.com.json.csv;www.decoshop.com.json.csv;size;profondeur;4;11
Luggage_and_Travel_Gear;www.rewonline.com.json.csv;www.decoshop.com.json.csv;size;width;4;15
Luggage_and_Travel_Gear;www.rewonline.com.json.csv;www.golfsuppliesexpress.com.json.csv;manufacturer;manufacturer;1;4
Luggage_and_Travel_Gear;www.rewonline.com.json.csv;www.golfsuppliesexpress.com.json.csv;model number;model;2;5
Luggage_and_Travel_Gear;www.rewonline.com.json.csv;www.golfsuppliesexpress.com.json.csv;size;item size;4;2
Luggage_and_Travel_Gear;www.rewonline.com.json.csv;tweakers.net.json.csv;manufacturer;merk;1;3
Luggage_and_Travel_Gear;www.rewonline.com.json.csv;www.cmonwealth.com.json.csv;manufacturer;manufacturer;1;2
Luggage_and_Travel_Gear;www.rewonline.com.json.csv;www.cmonwealth.com.json.csv;model number;model;2;3
Luggage_and_Travel_Gear;www.furniturelandsouth.com.json.csv;www.albritons.com.json.csv;dimensions:;size - mm;1;6
Luggage_and_Travel_Gear;www.furniturelandsouth.com.json.csv;www.albritons.com.json.csv;type:;product type;8;5
Luggage_and_Travel_Gear;www.furniturelandsouth.com.json.csv;www.albritons.com.json.csv;type:;accessories type;8;0
Luggage_and_Travel_Gear;www.furniturelandsouth.com.json.csv;www.decoshop.com.json.csv;dimensions:;depth;1;2
Luggage_and_Travel_Gear;www.furniturelandsouth.com.json.csv;www.decoshop.com.json.csv;dimensions:;hauteur;1;4
Luggage_and_Travel_Gear;www.furniturelandsouth.com.json.csv;www.decoshop.com.json.csv;dimensions:;height;1;5
Luggage_and_Travel_Gear;www.furniturelandsouth.com.json.csv;www.decoshop.com.json.csv;dimensions:;largeur;1;6
Luggage_and_Travel_Gear;www.furniturelandsouth.com.json.csv;www.decoshop.com.json.csv;dimensions:;profondeur;1;11
Luggage_and_Travel_Gear;www.furniturelandsouth.com.json.csv;www.decoshop.com.json.csv;dimensions:;weight;1;14
Luggage_and_Travel_Gear;www.furniturelandsouth.com.json.csv;www.decoshop.com.json.csv;dimensions:;width;1;15
Luggage_and_Travel_Gear;www.furniturelandsouth.com.json.csv;www.decoshop.com.json.csv;room:;room;5;12
Luggage_and_Travel_Gear;www.furniturelandsouth.com.json.csv;www.decoshop.com.json.csv;style:;style;7;13
Luggage_and_Travel_Gear;www.furniturelandsouth.com.json.csv;www.golfsuppliesexpress.com.json.csv;dimensions:;item size;1;2
Luggage_and_Travel_Gear;www.furniturelandsouth.com.json.csv;www.golfsuppliesexpress.com.json.csv;manufacturer:;manufacturer;3;4
Luggage_and_Travel_Gear;www.furniturelandsouth.com.json.csv;tweakers.net.json.csv;category:;categorie;0;0
Luggage_and_Travel_Gear;www.furniturelandsouth.com.json.csv;tweakers.net.json.csv;item;product;2;8
Luggage_and_Travel_Gear;www.furniturelandsouth.com.json.csv;www.cmonwealth.com.json.csv;manufacturer:;manufacturer;3;2
Luggage_and_Travel_Gear;www.furniturelandsouth.com.json.csv;www.cmonwealth.com.json.csv;product id:;model;4;3
Luggage_and_Travel_Gear;www.albritons.com.json.csv;www.decoshop.com.json.csv;color;colors;1;0
Luggage_and_Travel_Gear;www.albritons.com.json.csv;www.decoshop.com.json.csv;color;couleur;1;1
Luggage_and_Travel_Gear;www.albritons.com.json.csv;www.decoshop.com.json.csv;material;materials;2;7
Luggage_and_Travel_Gear;www.albritons.com.json.csv;www.decoshop.com.json.csv;material;matière;2;8
Luggage_and_Travel_Gear;www.albritons.com.json.csv;www.decoshop.com.json.csv;size - mm;depth;6;2
Luggage_and_Travel_Gear;www.albritons.com.json.csv;www.decoshop.com.json.csv;size - mm;hauteur;6;4
Luggage_and_Travel_Gear;www.albritons.com.json.csv;www.decoshop.com.json.csv;size - mm;height;6;5
Luggage_and_Travel_Gear;www.albritons.com.json.csv;www.decoshop.com.json.csv;size - mm;largeur;6;6
Luggage_and_Travel_Gear;www.albritons.com.json.csv;www.decoshop.com.json.csv;size - mm;profondeur;6;11
Luggage_and_Travel_Gear;www.albritons.com.json.csv;www.decoshop.com.json.csv;size - mm;width;6;15
Luggage_and_Travel_Gear;www.albritons.com.json.csv;www.golfsuppliesexpress.com.json.csv;color;color;1;1
Luggage_and_Travel_Gear;www.albritons.com.json.csv;www.golfsuppliesexpress.com.json.csv;size - mm;item size;6;2
Luggage_and_Travel_Gear;www.albritons.com.json.csv;www.cmonwealth.com.json.csv;color;color;1;1
Luggage_and_Travel_Gear;www.decoshop.com.json.csv;www.golfsuppliesexpress.com.json.csv;colors;color;0;1
Luggage_and_Travel_Gear;www.decoshop.com.json.csv;www.golfsuppliesexpress.com.json.csv;couleur;color;1;1
Luggage_and_Travel_Gear;www.decoshop.com.json.csv;www.golfsuppliesexpress.com.json.csv;depth;item size;2;2
Luggage_and_Travel_Gear;www.decoshop.com.json.csv;www.golfsuppliesexpress.com.json.csv;hauteur;item size;4;2
Luggage_and_Travel_Gear;www.decoshop.com.json.csv;www.golfsuppliesexpress.com.json.csv;height;item size;5;2
Luggage_and_Travel_Gear;www.decoshop.com.json.csv;www.golfsuppliesexpress.com.json.csv;largeur;item size;6;2
Luggage_and_Travel_Gear;www.decoshop.com.json.csv;www.golfsuppliesexpress.com.json.csv;profondeur;item size;11;2
Luggage_and_Travel_Gear;www.decoshop.com.json.csv;www.golfsuppliesexpress.com.json.csv;width;item size;15;2
Luggage_and_Travel_Gear;www.decoshop.com.json.csv;www.golfsuppliesexpress.com.json.csv;poids;item weight;10;3
Luggage_and_Travel_Gear;www.decoshop.com.json.csv;www.golfsuppliesexpress.com.json.csv;weight;item weight;14;3
Luggage_and_Travel_Gear;www.decoshop.com.json.csv;www.cmonwealth.com.json.csv;colors;color;0;1
Luggage_and_Travel_Gear;www.decoshop.com.json.csv;www.cmonwealth.com.json.csv;couleur;color;1;1
Luggage_and_Travel_Gear;www.golfsuppliesexpress.com.json.csv;tweakers.net.json.csv;brand;merk;0;3
Luggage_and_Travel_Gear;www.golfsuppliesexpress.com.json.csv;www.cmonwealth.com.json.csv;brand;brand;0;0
Luggage_and_Travel_Gear;www.golfsuppliesexpress.com.json.csv;www.cmonwealth.com.json.csv;color;color;1;1
Luggage_and_Travel_Gear;www.golfsuppliesexpress.com.json.csv;www.cmonwealth.com.json.csv;manufacturer;manufacturer;4;2
Luggage_and_Travel_Gear;www.golfsuppliesexpress.com.json.csv;www.cmonwealth.com.json.csv;model;model;5;3
Luggage_and_Travel_Gear;www.golfsuppliesexpress.com.json.csv;www.cmonwealth.com.json.csv;upc;upc;9;4
Luggage_and_Travel_Gear;tweakers.net.json.csv;www.cmonwealth.com.json.csv;merk;brand;3;0
Camera_and_Photo;www.restockit.com.json.csv;www.ontimesupplies.com.json.csv;brand:;brand;0;3
Camera_and_Photo;www.restockit.com.json.csv;www.ontimesupplies.com.json.csv;case pack:;carton pack quantity;1;5
Camera_and_Photo;www.restockit.com.json.csv;www.ontimesupplies.com.json.csv;filter material:;filter material;3;9
Camera_and_Photo;www.restockit.com.json.csv;www.ontimesupplies.com.json.csv;filter tint:;filter tint;4;10
Camera_and_Photo;www.restockit.com.json.csv;www.ontimesupplies.com.json.csv;frame type:;frame type;5;12
Camera_and_Photo;www.restockit.com.json.csv;www.ontimesupplies.com.json.csv;items per pack:;quantity;6;23
Camera_and_Photo;www.restockit.com.json.csv;www.ontimesupplies.com.json.csv;material:;material(s);9;17
Camera_and_Photo;www.restockit.com.json.csv;www.ontimesupplies.com.json.csv;mounting:;mounting;10;19
Camera_and_Photo;www.restockit.com.json.csv;www.ontimesupplies.com.json.csv;weight :;item weight;12;15
Camera_and_Photo;www.restockit.com.json.csv;www.addoway.com.json.csv;brand:;brand: ;0;1
Camera_and_Photo;www.restockit.com.json.csv;www.addoway.com.json.csv;color:;color: ;2;2
Camera_and_Photo;www.restockit.com.json.csv;www.addoway.com.json.csv;material:;material: ;9;8
Camera_and_Photo;www.restockit.com.json.csv;www.addoway.com.json.csv;product type:;type: ;11;12
Camera_and_Photo;www.restockit.com.json.csv;www.batteryjunction.com.json.csv;brand:;brand:;0;7
Camera_and_Photo;www.restockit.com.json.csv;www.batteryjunction.com.json.csv;weight :;product weight:;12;12
Camera_and_Photo;www.restockit.com.json.csv;www.katom.com.json.csv;color:;color;2;2
Camera_and_Photo;www.restockit.com.json.csv;www.katom.com.json.csv;product type:;type;11;8
Camera_and_Photo;www.restockit.com.json.csv;www.scan.co.uk.json.csv;color:;colour;2;2
Camera_and_Photo;www.restockit.com.json.csv;www.scan.co.uk.json.csv;weight :;weight;12;20
Camera_and_Photo;www.restockit.com.json.csv;www.suntekstore.com.json.csv;color:;color;2;3
Camera_and_Photo;www.restockit.com.json.csv;www.suntekstore.com.json.csv;material:;material;9;10
Camera_and_Photo;www.restockit.com.json.csv;www.decoshop.com.json.csv;color:;colors;2;0
Camera_and_Photo;www.restockit.com.json.csv;www.decoshop.com.json.csv;color:;couleur;2;1
Camera_and_Photo;www.restockit.com.json.csv;www.decoshop.com.json.csv;material:;materials;9;7
Camera_and_Photo;www.restockit.com.json.csv;www.decoshop.com.json.csv;material:;matière;9;8
Camera_and_Photo;www.restockit.com.json.csv;www.decoshop.com.json.csv;weight :;poids;12;10
Camera_and_Photo;www.restockit.com.json.csv;www.decoshop.com.json.csv;weight :;weight;12;15
Camera_and_Photo;www.restockit.com.json.csv;www.rewonline.com.json.csv;filter material:;filter construction;3;0
Camera_and_Photo;www.restockit.com.json.csv;www.rewonline.com.json.csv;case pack:;packed by;1;5
